Zeit/s,U_AB (V),U_mano (V),U_sample (V),U_field (V),U_AB (V) error,U_mano (V) error,U_sample (V) error,U_field (V) error,pressure_manometer/Pascal,temp_manometer/K,pressure_manometer error/Pascal,temp_manometer_lower/K,temp_manometer_upper/K,R_AB (Ohm),R_AB (Ohm) error,R_sample (Ohm),R_sample (Ohm) error,I_coil (Ohm),mag field (gauss),mag field (gauss) error
33.0,0.017727098,0.19921466,0.000147641,7.1503e-05,4.3863549e-06,1.3460733e-05,3.50738205e-06,3.50357515e-06,20941.602950905322,2.9097070880015097,1.4677530091890485,2.909662310084271,2.9097518637782525,17727.098,4.386354900000001,0.00147641,3.5073820499999996e-05,0.185963589076723,78.76040048257137,3.859180481025774
34.0,0.01772906,0.19912201,0.000151347,7.2042e-05,4.386453e-06,1.34561005e-05,3.50756735e-06,3.5036021e-06,20931.863509473646,2.9094099190222558,1.467251427955317,2.9093651422024513,2.9094546937013437,17729.06,4.386453,0.0015134699999999998,3.50756735e-05,0.18736540962288686,79.35410782156555,3.859210166392714
35.0,0.017736388,0.19903731,0.000156174,7.2499e-05,4.3868194e-06,1.3451865500000001e-05,3.5078087e-06,3.50362495e-06,20922.95977834291,2.9091381666339027,1.4667928858020842,2.909093390816059,2.9091829403108225,17736.388,4.3868194,0.0015617399999999998,3.5078086999999997e-05,0.18855396618985695,79.85749233718786,3.8592353356185356
36.0,0.017732388,0.19899078,0.000159733,7.2686e-05,4.3866194e-06,1.3449539e-05,3.5079866499999998e-06,3.5036343e-06,20918.068507864595,2.90898884571456,1.4665409853724507,2.9089440704466165,2.909033618841469,17732.388000000003,4.3866194,0.00159733,3.5079866499999994e-05,0.1890403120936281,80.0634724343899,3.8592456346233917
37.0,0.017738372,0.19895609,0.000163732,7.2893e-05,4.3869186e-06,1.3447804500000001e-05,3.5081866e-06,3.5036446499999998e-06,20914.421867570316,2.908877505423413,1.4663531833972956,2.908832730565195,2.9089222781405093,17738.372,4.3869186000000004,0.00163732,3.5081865999999994e-05,0.1895786736020806,80.29148248851207,3.859257035126177
38.0,0.017744877,0.19881099,0.000167731,7.3495e-05,4.38724385e-06,1.34405495e-05,3.50838655e-06,3.50367475e-06,20899.168840568305,2.908411651953311,1.4655676525066919,2.908366878806611,2.908456422958538,17744.877,4.38724385,0.00167731,3.5083865499999993e-05,0.19114434330299088,80.95458419180432,3.8592901902111834
39.0,0.017749105,0.19867935,0.000172463,7.418e-05,4.38745525e-06,1.3433967500000002e-05,3.50862315e-06,3.503709e-06,20885.3307394343,2.9079888120593673,1.4648549902982906,2.9079440404622408,2.9080335815147005,17749.105000000003,4.38745525,0.00172463,3.50862315e-05,0.19292587776332898,81.70911021631451,3.8593279165124414
40.0,0.017751848,0.19854262,0.000174096,7.4377e-05,4.3875924e-06,1.3427131e-05,3.5087048e-06,3.50371885e-06,20870.957573466105,2.9075494202462173,1.4641147722509285,2.907504650255373,2.9075941880949374,17751.848,4.3875924,0.00174096,3.5087047999999996e-05,0.1934382314694408,81.92610529197668,3.85933876626639
41.0,0.017756715,0.19846568,0.000174305,7.4927e-05,4.38783575e-06,1.3423284e-05,3.50871525e-06,3.50374635e-06,20862.869579685714,2.9073020771989944,1.4636982405712384,2.907257308110585,2.9073468441450876,17756.715,4.38783575,0.00174305,3.50871525e-05,0.19486866059817942,82.53192910727705,3.8593690574570587
42.0,0.017765074,0.19836405,0.000174054,7.5435e-05,4.3882537e-06,1.34182025e-05,3.5087027e-06,3.50377175e-06,20852.18615353675,2.9069752616418016,1.463148044124567,2.9069304937438276,2.9070200273972113,17765.074,4.3882537,0.00174054,3.5087027e-05,0.1961898569570871,83.09149001304523,3.8593970355024254
43.0,0.017768684,0.19823201,0.000174996,7.5591e-05,4.3884342e-06,1.34116005e-05,3.5087497999999998e-06,3.50377955e-06,20838.306004085713,2.906550484832781,1.4624332164278384,2.9065057184787344,2.9065952490439413,17768.684,4.3884342,0.0017499599999999998,3.5087497999999993e-05,0.19659557867360208,83.26332367702133,3.859405627185467
44.0,0.017770885,0.1980965,0.000175038,7.6006e-05,4.38854425e-06,1.3404825000000001e-05,3.5087518999999998e-06,3.5038003e-06,20824.061085484456,2.9061143442124777,1.4616996031198737,2.906069579439734,2.9061591068420025,17770.885000000002,4.38854425,0.00175038,3.5087519e-05,0.1976749024707412,83.72044528311147,3.859428483265731
45.0,0.01777417,0.19800833,0.000174682,7.5498e-05,4.3887085e-06,1.3400416500000001e-05,3.5087341e-06,3.5037749e-06,20814.792585203497,2.9058304586792665,1.4612222753554043,2.90578569493366,2.9058752202814375,17774.17,4.3887085,0.00174682,3.5087341e-05,0.19635370611183353,83.16088437734317,3.859400505220563
46.0,0.017781433,0.19789527,0.000175499,7.4916e-05,4.3890716499999995e-06,1.3394763500000001e-05,3.5087749499999997e-06,3.5037458e-06,20802.90762839545,2.905466307319395,1.46061020007979,2.905421544888864,2.9055110676062097,17781.433,4.38907165,0.00175499,3.50877495e-05,0.19484005201560467,82.51981263097097,3.859368451633273
47.0,0.017784382,0.19776589,0.000174253,7.4688e-05,4.3892191000000005e-06,1.33882945e-05,3.50871265e-06,3.5037344e-06,20789.307100252652,2.9050494172347823,1.4599097728804358,2.9050046563063736,2.9050941760191535,17784.382,4.389219100000001,0.00174253,3.5087126499999994e-05,0.19424707412223666,82.2686711220829,3.8593558945576945
48.0,0.017789726,0.1976816,0.000174285,7.4553e-05,4.3894863e-06,1.3384080000000001e-05,3.5087142499999998e-06,3.50372765e-06,20780.446468646867,2.9047777167024376,1.4594534503527379,2.90473295675105,2.9048224745095825,17789.726,4.3894863,0.0017428499999999998,3.50871425e-05,0.1938959687906372,82.11996891287288,3.859348459447304
49.0,0.017793282,0.19760752,0.000174075,7.3754e-05,4.3896641e-06,1.3380376000000001e-05,3.50870375e-06,3.5036877e-06,20772.65912033323,2.9045388618486068,1.4590524019145856,2.904494102754847,2.904583618797943,17793.282000000003,4.3896641,0.00174075,3.50870375e-05,0.19181794538361507,81.23987213391845,3.859304454608335
50.0,0.017798096,0.19746997,0.000174222,7.3485e-05,4.3899048e-06,1.3373498500000001e-05,3.5087111e-06,3.50367425e-06,20758.199755315123,2.9040951997350786,1.4583077446161532,2.9040504422311426,2.9041399550942475,17798.096,4.3899048,0.0017422199999999998,3.5087110999999995e-05,0.1911183355006502,80.9435692133444,3.8592896394623466
51.0,0.017799429,0.19737099,0.000174264,7.3163e-05,4.38997145e-06,1.3368549500000001e-05,3.5087132e-06,3.50365815e-06,20747.794899266475,2.903775813197929,1.4577718945296478,2.903731056835926,2.903820567414918,17799.429,4.38997145,0.00174264,3.5087132e-05,0.1902808842652796,80.58888690693209,3.859271905347015
52.0,0.017802053,0.1972618,0.00017328,7.2935e-05,4.39010265e-06,1.336309e-05,3.508664e-06,3.5036467499999998e-06,20736.31675992568,2.903423354483559,1.4571807703535968,2.903378599379246,2.90346810744259,17802.053000000004,4.39010265,0.0017327999999999998,3.508663999999999e-05,0.18968790637191157,80.33774539804408,3.8592593482716353
53.0,0.017805598,0.19722119,0.000173269,7.252e-05,4.3902799e-06,1.33610595e-05,3.50866345e-06,3.503626e-06,20732.047804539383,2.903292233908374,1.4569609191512025,2.903247479271274,2.903336986400089,17805.597999999998,4.3902798999999995,0.00173269,3.50866345e-05,0.18860858257477242,79.88062379195385,3.8592364921912576
54.0,0.017808893,0.19710568,0.000172777,7.1939e-05,4.39044465e-06,1.3355284000000002e-05,3.50863885e-06,3.50359695e-06,20719.905301789542,2.902919177321436,1.4563355802595856,2.902874424011645,2.902963928485554,17808.893,4.390444650000001,0.0017277699999999998,3.5086388499999995e-05,0.18709752925877762,79.2406535434276,3.859204493678888
55.0,0.017816623,0.19694038,0.000173133,7.1544e-05,4.39083115e-06,1.3347019000000001e-05,3.50865665e-06,3.5035772e-06,20702.5288347776,2.902385057084805,1.4554406922084708,2.902340305670271,2.9024298063532523,17816.623,4.39083115,0.0017313300000000001,3.5086566499999995e-05,0.1860702210663199,78.80556189425738,3.8591827390964397
56.0,0.017824743,0.19679936,0.000170945,7.1067e-05,4.39123715e-06,1.3339968000000002e-05,3.50854725e-06,3.5035533499999998e-06,20687.70470060928,2.9019291490205905,1.4546772492988023,2.9018843992190266,2.9019738966757127,17824.743000000002,4.39123715,0.00170945,3.5085472499999996e-05,0.1848296488946684,78.2801474217151,3.8591564683728876
57.0,0.017825784,0.19673691,0.000168893,7.0693e-05,4.3912891999999996e-06,1.33368455e-05,3.50844465e-06,3.50353465e-06,20681.139907113236,2.9017271812220704,1.4543391624337558,2.901682432133654,2.9017719281638934,17825.784000000003,4.3912892,0.00168893,3.5084446499999996e-05,0.18385695708712613,77.86818722731093,3.859135870363133
58.001,0.017825545,0.1967363,0.000168014,7.0206e-05,4.39127725e-06,1.3336815e-05,3.5084007e-06,3.5035103e-06,20681.07578342977,2.901725208222469,1.4543358600640575,2.901680459141014,2.901769955157326,17825.545000000002,4.39127725,0.0016801399999999999,3.5084007e-05,0.18259037711313392,77.33175777630888,3.8591090488905593
59.0,0.017829224,0.19663997,0.000158728,6.9863e-05,4.3914612e-06,1.3331998500000001e-05,3.5079364e-06,3.50349315e-06,20670.949497481433,2.9014135836281487,1.4538143563377182,2.9013688356453313,2.9014583294641243,17829.224000000002,4.3914612,0.0015872799999999997,3.5079363999999996e-05,0.18169830949284785,76.95394401513059,3.859090158202406
60.0,0.017835447,0.19647181,0.00014493,6.9531e-05,4.39177235e-06,1.3323590500000001e-05,3.5072464999999998e-06,3.50347655e-06,20653.272385002743,2.900869341526826,1.4529039850450656,2.9008245954578205,2.9009140854485667,17835.447,4.39177235,0.0014493,3.5072465e-05,0.18083485045513653,76.58824673025855,3.8590718733382516
61.0,0.017839697,0.1963316,0.000140408,6.922e-05,4.39198485e-06,1.331658e-05,3.5070204e-06,3.503461e-06,20638.5333986764,2.9004153153317778,1.452144927249259,2.90037057085455,2.9004600576613906,17839.697000000004,4.391984850000001,0.0014040799999999998,3.5070204e-05,0.1800260078023407,76.24568090015228,3.859054745046805
62.0,0.017843372,0.19627589,0.000134922,6.866e-05,4.3921686e-06,1.3313794500000001e-05,3.5067460999999998e-06,3.503433e-06,20632.67711932229,2.9002348545325645,1.451843328862522,2.900190110686804,2.9002795962305683,17843.372,4.3921686,0.00134922,3.5067460999999996e-05,0.17856957087126135,75.62884210639201,3.859023903106987
63.0,0.017844901,0.19619283,0.000124872,6.8483e-05,4.39224505e-06,1.33096415e-05,3.5062435999999998e-06,3.50342415e-06,20623.945786291366,2.89996573427926,1.4513936652114297,2.8999209913739215,2.900010475036632,17844.901,4.39224505,0.0012487199999999998,3.5062436e-05,0.17810923276983096,75.43387698765011,3.8590141548511383
64.0,0.017849096,0.19611119,0.000115785,6.7923e-05,4.3924548e-06,1.3305559500000001e-05,3.50578925e-06,3.50339615e-06,20615.36372478589,2.899701139173116,1.4509516890438976,2.8996563971908884,2.899745879007168,17849.095999999998,4.3924548,0.00115785,3.50578925e-05,0.1766527958387516,74.81703819388972,3.858983312911292
65.0,0.017851058,0.19605875,0.000108122,6.7518e-05,4.3925529e-06,1.33029375e-05,3.5054061e-06,3.5033759e-06,20609.851190423484,2.8995311415820773,1.4506677935242336,2.899486400192151,2.8995758808236975,17851.058,4.3925529,0.00108122,3.5054061e-05,0.1755994798439532,74.37093156625957,3.8589610075801346
66.0,0.017855785,0.19596548,0.000105033,6.6979e-05,4.39278925e-06,1.3298274e-05,3.50525165e-06,3.50334895e-06,20600.04657410041,2.899228706502686,1.4501628557835953,2.8991839661649768,2.8992734446918518,17855.785,4.392789250000001,0.00105033,3.50525165e-05,0.17419765929778933,73.77722422726524,3.858931322213053
67.001,0.017861737,0.19579997,9.2241e-05,6.6833e-05,4.39308685e-06,1.32899985e-05,3.5046120499999997e-06,3.50334165e-06,20582.648031722034,2.8986917858945818,1.449266830851109,2.8986470474201145,2.898736522220083,17861.737,4.39308685,0.0009224099999999999,3.5046120499999996e-05,0.17381794538361509,73.61640554174926,3.8589232812787344
68.0,0.017864891,0.19566446,8.5478e-05,6.6304e-05,4.39324455e-06,1.3283223000000001e-05,3.5042739e-06,3.5033152e-06,20568.403113120778,2.898251955831234,1.4485332175431442,2.898207218878519,2.8982966906346395,17864.891000000003,4.39324455,0.00085478,3.5042738999999996e-05,0.1724421326397919,73.033713181215,3.8588941466606457
69.0,0.017871038,0.19558977,8.6095e-05,6.591e-05,4.3935519e-06,1.32794885e-05,3.50430475e-06,3.5032954999999998e-06,20560.551641123668,2.8980094427611163,1.4481288667352934,2.8979647066457024,2.89805417672703,17871.038,4.3935519,0.0008609499999999999,3.5043047499999996e-05,0.17141742522756825,72.5997230298907,3.858872447153189
70.0,0.017870702,0.19553364,8.6211e-05,6.5754e-05,4.3935351e-06,1.3276682000000002e-05,3.50431055e-06,3.5032877e-06,20554.651211036675,2.89782715109606,1.4478249945858133,2.897782415609204,2.8978718844332754,17870.702,4.3935351,0.00086211,3.5043105499999995e-05,0.1710117035110533,72.42788936591477,3.858863855470048
71.0,0.017876849,0.19542548,7.9793e-05,6.5152e-05,4.39384245e-06,1.3271274000000002e-05,3.5039896499999998e-06,3.5032576e-06,20543.281346112228,2.8974757825102606,1.447239446542204,2.8974310482329546,2.8975205146376464,17876.849000000002,4.39384245,0.00079793,3.50398965e-05,0.16944603381014303,71.76478766262251,3.8588307003848143
72.0,0.017881522,0.19526364,7.9437e-05,6.4872e-05,4.3940761e-06,1.3263182e-05,3.50397185e-06,3.5032436e-06,20526.26859704258,2.8969497812119025,1.4463632899651173,2.8969050487403853,2.8969945115330837,17881.522,4.3940761,0.00079437,3.5039718499999997e-05,0.16871781534460337,71.45636826574226,3.8588152794149835
73.0,0.017891344,0.19508283,7.994e-05,6.4405e-05,4.3945672e-06,1.3254141500000001e-05,3.503997e-06,3.5032202499999997e-06,20507.261706537873,2.896361773036138,1.4453844351041247,2.896317042576298,2.89640650134518,17891.344,4.3945672,0.0007993999999999999,3.5039969999999994e-05,0.1675032509752926,70.94196877166019,3.858789559440339
74.0,0.017893848,0.19499569,7.9521e-05,6.3876e-05,4.3946924e-06,1.32497845e-05,3.50397605e-06,3.5031938e-06,20498.10148067326,2.896078254201646,1.4449126834720971,2.896033524709133,2.896122981543135,17893.848,4.3946924,0.00079521,3.50397605e-05,0.16612743823146942,70.35927641112582,3.8587604248222362
75.0,0.017895853,0.19492977,8.0306e-05,6.3565e-05,4.39479265e-06,1.3246488500000001e-05,3.5040153e-06,3.50317825e-06,20491.171918026997,2.8958637193579277,1.4445558109958148,2.8958189905962364,2.895908445968423,17895.853,4.39479265,0.00080306,3.5040152999999995e-05,0.1653185955786736,70.01671058101964,3.8587432965306903
76.0,0.017899561,0.19484058,7.9479e-05,6.3056e-05,4.39497805e-06,1.3242029000000002e-05,3.50397395e-06,3.5031528e-06,20481.796194537616,2.895573374130179,1.4440729612361116,2.8955286463559946,2.8956180997529386,17899.561,4.394978050000001,0.00079479,3.50397395e-05,0.16399479843953185,69.45604817740548,3.8587152634105593
77.001,0.017904266,0.19471895,7.9636e-05,6.2621e-05,4.3952133e-06,1.3235947500000001e-05,3.5039818e-06,3.50313105e-06,20469.01035253724,2.8951772789641392,1.443414490373092,2.8951325525342253,2.8952220032423166,17904.266,4.395213300000001,0.0007963599999999999,3.5039818e-05,0.1628634590377113,68.97689661439527,3.858691305832437
78.0,0.017911996,0.19457263,7.9374e-05,6.2745e-05,4.3955998e-06,1.32286315e-05,3.5039686999999998e-06,3.5031372499999998e-06,20453.629078168295,2.894700555637921,1.4426223547430914,2.894655830821458,2.8947452783022674,17911.996,4.3955998,0.00079374,3.5039686999999994e-05,0.163185955786736,69.11348234729914,3.8586981351192122
79.0,0.017914749,0.19447875,7.9584e-05,6.1874e-05,4.39573745e-06,1.3223937500000001e-05,3.5039791999999998e-06,3.5030937e-06,20443.760338161755,2.8943945575856413,1.4421141146327547,2.8943498338022495,2.894439279216672,17914.749,4.39573745,0.00079584,3.5039791999999994e-05,0.16092067620286085,68.15407772343283,3.858650164887905
